Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
22.01.2023 20:57:17,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:58:04,Backend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 01:16:51,Frontend Developer,Junior,1-3 Yıl,"Vue, Javascript",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
24.01.2023 08:34:18,Business Intelligence Consultant,Junior,1-3 Yıl,"SAP Analytics Cloud, Microsoft Power BI",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:39:26,Data Scientist,Junior,1-3 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:17:22,Backend Developer,Junior,1-3 Yıl,"React / NextJS, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 04:04:15,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:57:29,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:15:34,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:48:37,Frontend Developer,Mid,1-3 Yıl,"Angular, Vue",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:05:17,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:24:35,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:48:29,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Angular, Vue, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:27:23,Frontend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 17:23:15,Data Analyst,Mid,1-3 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:54:03,Red Team Engineer,Mid,1-3 Yıl,"Javascript, Java / Spring, C# / .NET Framework, PHP / Laravel",Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:29:58,Backend Developer,Mid,1-3 Yıl,go,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:17:38,Mobile Developer,Mid,1-3 Yıl,Javascript,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:17:49,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 08:33:19,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 12:43:05,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Golang",Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 17:02:01,Backend Developer,Mid,1-3 Yıl,NodeJS,Türkiye,Remote,2000+,Türk Lirası,36.000 - 40.000 TL
22.01.2023 19:40:22,Fullstack Developer,Mid,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
22.01.2023 20:11:35,Backend Developer,Mid,1-3 Yıl,"Java / Spring, Go",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
23.01.2023 03:44:59,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, TypeScript",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
23.01.2023 09:28:13,Intern,Tanımsız,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,5000 - 10.000 TL
22.01.2023 23:44:13,Pentester (Siber Güvenlik Uzmanı),Tanımsız,1-3 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:21:40,ABAP Developer,Junior,1-3 Yıl,Abap,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:36:38,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, C# / .NET Framework, Flutter",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:24:32,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:44:57,Embedded ,Junior,1-3 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 14:22:31,Backend Developer,Mid,1-3 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 13:46:48,Backend Developer,Mid,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 14:41:35,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:28:59,Fullstack Developer,Junior,0-1 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:56:06,BT Müfettişi ,Junior,0-1 Yıl,Yazılım ve donanım alanında az az bilgi sahibi olmak gerekiyor. Dikey bir uzmanlık ilk etapta aranmıyor. Bu sebeple bariz bir alan uzmanlığı içermiyor. ,Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:46:23,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, React Native, TypeScript",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 02:28:32,Big data engineer,Junior,0-1 Yıl,"Java / Spring, C# / .NET Framework, Python, SQL, Hadoop, Spark, Hive, Kafka, Airflow",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:44:46,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:17:02,Backend Developer,Junior,0-1 Yıl,"React / NextJS, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:33:27,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 10:25:12,Fullstack Developer,Junior,0-1 Yıl,"Javascript, Java / Spring, Swift, Kotlin",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 13:47:34,Fullstack Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
24.01.2023 20:58:24,Analist,Junior,0-1 Yıl,Mango/API/Web services,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:04:26,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Angular, Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:05:17,Backend Developer,Junior,0-1 Yıl,"NodeJS, Javascript",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:30:53,Data Analyst,Mid,0-1 Yıl,"Python, SQL",Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 12:58:07,Intern data engineer,Junior,0-1 Yıl,"Python, SQL, Rest APIs, Cloud",Türkiye,Hybrid,2000+,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:12:39,Fullstack Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:59:12,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:17:22,Backend Developer,Junior,0-1 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:57:51,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:14:17,Mobile Developer,Junior,0-1 Yıl,Kotlin,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:57:21,Backend Developer,Junior,0-1 Yıl,ABAP,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 16:01:47,Data Analyst,Junior,0-1 Yıl,python,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 17:27:22,Frontend Developer,Junior,0-1 Yıl,Vue,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:39:42,Fullstack Developer,Junior,0-1 Yıl,"Angular, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 01:01:02,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 09:41:31,Architect / Mimar,Junior,0-1 Yıl,"Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:36:39,QA,Mid,0-1 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 12:47:55,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:38:43,Analist,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 07:42:25,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
24.01.2023 00:43:13,Backend Developer,Junior,0-1 Yıl,"React Native, Kotlin, C / C++",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:47:15,Backend Developer,Junior,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:59:13,embedded,Junior,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 21:12:27,Fullstack Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:21:45,Fullstack Developer,Senior,7-9 Yıl,"Angular, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,30-50,Türk Lirası,31.000 - 35.000 TL
23.01.2023 11:15:57,Mobile Developer,Senior,7-9 Yıl,Swift,Türkiye,Hybrid,30-50,Türk Lirası,41.000 - 45.000 TL
22.01.2023 23:06:26,Yönetici / Müdür,Senior,7-9 Yıl,Figma,Türkiye,Hybrid,30-50,Euro,51.000 - 55.000 TL
23.01.2023 09:09:21,Backend Developer,Mid,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:27:15,Frontend Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, React Native",Türkiye,Remote,30-50,Türk Lirası,46.000 - 50.000 TL
22.01.2023 21:28:14,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,61.000 - 65.000 TL
23.01.2023 00:54:08,Game Developer / Oyun Geliştirici,Senior,7-9 Yıl,Unity,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,41.000 - 45.000 TL
22.01.2023 23:28:58,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:02:01,DevOps Engineer,Mid,4-6 Yıl,-,Türkiye,Hybrid,30-50,Dolar,31.000 - 35.000 TL
22.01.2023 21:12:25,UI/UX Designer,Mid,4-6 Yıl,C / C++,Türkiye,Hybrid,30-50,Türk Lirası,51.000 - 55.000 TL
22.01.2023 23:31:25,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
23.01.2023 00:40:56,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:51:10,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
23.01.2023 16:55:07,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 21:22:56,Backend Developer,Mid,4-6 Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel",Türkiye,Remote,30-50,Dolar,36.000 - 40.000 TL
22.01.2023 21:56:43,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,36.000 - 40.000 TL
23.01.2023 08:34:07,Data Analyst,Mid,4-6 Yıl,"C / C++, ",Türkiye,Remote,30-50,Türk Lirası,36.000 - 40.000 TL
23.01.2023 12:12:37,Fullstack Developer,Mid,4-6 Yıl,"Java / Spring, C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:55:32,Yönetici / Müdür,Tanımsız,10+ Yıl,"React / NextJS, Vue, Javascript, C# / .NET Framework, Swift, Kotlin",Türkiye,Hybrid,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:10:59,Fullstack Developer,Senior,10+ Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:06:04,Backend Developer,Senior,10+ Yıl,PHP / Laravel,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:58:53,Backend Developer,Senior,10+ Yıl,"Java / Spring, Swift, Kotlin",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
23.01.2023 02:49:02,Yönetici / Müdür,Senior,10+ Yıl,Swift,Türkiye,Remote,30-50,Türk Lirası,51.000 - 55.000 TL
22.01.2023 23:27:27,Yönetici / Müdür,Senior,10+ Yıl,"Swift, Kotlin",Türkiye,Remote,30-50,Türk Lirası,91.000 - 100.000 TL
22.01.2023 23:41:35,Dijital üretim sistemleri geliştirici ,Senior,10+ Yıl,"Angular, C# / .NET Framework, Kotlin, Flutter, Ruby",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:33:18,UI/UX Designer,Senior,10+ Yıl,Figma,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:33:43,Fullstack Developer,Senior,10+ Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,36.000 - 40.000 TL
22.01.2023 19:43:33,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,51.000 - 55.000 TL
23.01.2023 00:47:03,Fullstack Developer,Senior,10+ Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,56.000 - 60.000 TL
22.01.2023 23:20:42,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,30-50,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:50:59,Fullstack Developer,Mid,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Hybrid,30-50,Türk Lirası,11.000 - 15.000 TL
23.01.2023 04:26:44,Tasarımcı,Junior,1-3 Yıl,"Figma, Adobe Indesign, Illustrator, Photoshop, Premiere, Lightroom",Türkiye,Hybrid,30-50,Euro,11.000 - 15.000 TL
22.01.2023 22:53:07,Data Analyst,Mid,1-3 Yıl,Pyhton,Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:13:15,Data Scientist ,Junior,1-3 Yıl,Python,Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 14:45:36,Game Developer / Oyun Geliştirici,Mid,1-3 Yıl,"Java / Spring, Unity, Unreal",Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 13:35:58,UI/UX Designer,Mid,1-3 Yıl,Figma,Türkiye,Hybrid,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:04:59,Fullstack Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,30-50,Dolar,26.000 - 30.000 TL
22.01.2023 19:22:56,Game Developer / Oyun Geliştirici,Senior,1-3 Yıl,"C# / .NET Framework, Unity",Türkiye,Hybrid,30-50,Türk Lirası,36.000 - 40.000 TL
22.01.2023 19:49:32,Backend Developer,Junior,1-3 Yıl,Python,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:18:55,Backend Developer,Mid,1-3 Yıl,FastAPI,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:53:35,QA Engineer,Junior,1-3 Yıl,"Java / Spring, SQL,Selenium,cucumber",Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:47:18,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Angular, Javascript",Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:48:34,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 10:25:45,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 11:42:54,DevOps Engineer,Mid,1-3 Yıl,"AWS, GCP, Azure, Linux, Kubernetes, Docker, CI/CD Tools",Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 17:14:55,Backend Developer,Junior,1-3 Yıl,Go,Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:21:57,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:31:29,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:22:45,Fullstack Developer,Mid,1-3 Yıl,"Javascript, Java / Spring",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:02:11,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, React Native",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:32:57,Yönetici / Müdür,Junior,1-3 Yıl,Jira,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 21:26:58,Backend Developer,Mid,1-3 Yıl,Python / Django,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:20:19,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:10:38,DevOps Engineer,Mid,1-3 Yıl,"Kubernetes, Azure, Docker",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:06:44,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
24.01.2023 17:07:02,Tasarımcı,Mid,1-3 Yıl,After Effects,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:04:51,Fullstack Developer,Mid,1-3 Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 20:22:52,Fullstack Developer,Mid,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
23.01.2023 11:38:02,Backend Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 21:24:16,Mobile Developer,Tanımsız,1-3 Yıl,Swift,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:42:04,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Kotlin",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:25:11,Game Developer / Oyun Geliştirici,Mid,1-3 Yıl,"C# / .NET Framework, Unity",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 08:54:41,Data Analyst,Junior,1-3 Yıl,"Javascript, Java / Spring, C / C++",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
24.01.2023 19:08:50,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:53:36,Analist,Junior,0-1 Yıl,DevOps / Kubernetes ,Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 08:22:19,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:02:54,Frontend Developer,Junior,0-1 Yıl,"NodeJS, Javascript, Html css jquery tailwindcss",Türkiye,Hybrid,30-50,Dolar,5000 - 10.000 TL
22.01.2023 23:02:50,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:38:54,Analist,Junior,0-1 Yıl,SEO,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
23.01.2023 02:05:28,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
23.01.2023 19:47:41,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:35:26,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:30:56,Mobile Developer,Junior,0-1 Yıl,"NodeJS, Javascript, C# / .NET Framework, Python-Django",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:57:40,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:48:04,Backend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
23.01.2023 13:32:21,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:39:56,Game Developer / Oyun Geliştirici,Junior,0-1 Yıl,Unity,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
23.01.2023 03:29:21,Data Analyst,Junior,0-1 Yıl,Python ,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
22.01.2023 20:14:43,Data Analyst,Junior,0-1 Yıl,Python/sql,Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
22.01.2023 20:35:05,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
23.01.2023 00:50:20,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
23.01.2023 00:51:04,DevOps Engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
23.01.2023 11:01:49,Data Analyst,Junior,0-1 Yıl,"React / NextJS, Javascript, PHP / Laravel",Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
23.01.2023 20:41:09,Yönetici / Müdür,Tanımsız,0-1 Yıl,Jira office programları vs ,Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
22.01.2023 18:57:13,DevOps Engineer,Junior,0-1 Yıl,"Docker, kubernetes",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:10:30,Data Scientist,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:58:10,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:48:05,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
23.01.2023 13:15:49,Makine yazılımı otomasyonu (plc),Junior,0-1 Yıl,Siemens,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:15:29,Frontend Developer,Junior,0-1 Yıl,Vue,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,5000 - 10.000 TL
22.01.2023 22:50:58,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,5000 - 10.000 TL
23.01.2023 08:03:16,Fullstack Developer,Senior,7-9 Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:04:34,Microsoft Dynamics 365 Fin&Ops Technical Consultant,Senior,7-9 Yıl,"X++, Power Platform",Türkiye,Hybrid,300-1000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 09:15:10,Fullstack Developer,Senior,7-9 Yıl,"Javascript, Java / Spring, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,41.000 - 45.000 TL
23.01.2023 07:53:54,Fullstack Developer,Senior,7-9 Yıl,"NodeJS, Javascript, React Native",Türkiye,Remote,300-1000,Türk Lirası,51.000 - 55.000 TL
22.01.2023 19:10:00,Frontend Developer,Senior,7-9 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,81.000 - 90.000 TL
